rozmiar;kopiec;lista;tablica
6626;58.6366;60.0751;108.854
6651;60.2195;60.8901;111.439
6676;58.6549;59.8609;109.883
6701;60.3825;64.1914;112.328
6726;59.2417;61.5187;109.604
6751;61.6024;62.1425;109.818
6776;60.578;61.5653;112.984
6801;60.6479;68.8755;111.858
6826;61.8213;61.9517;113.511
6851;58.0264;61.7187;111.634
6876;62.2963;61.9144;113.455
6901;59.6141;62.5153;113.944
6926;61.7328;61.7235;115.42
6951;61.4116;64.4896;113.715
6976;62.0679;62.4033;116.164
7001;63.2089;62.6318;116.775
7026;59.754;63.3906;122.93
7051;62.4499;65.09;120.234
7076;61.6631;63.3626;115.918
7101;63.3579;64.5825;118.134
7126;62.0729;66.3984;115.354
7151;63.4091;62.7665;118.074
7176;62.2589;65.0855;121.273
7201;62.9947;63.4697;118.595
7226;64.8432;63.586;123.224
7251;62.0494;63.3718;120.788
7276;63.2554;69.9464;123.261
7301;61.5233;63.3301;124.458
7326;64.415;65.4813;123.34
7351;62.9902;63.5394;119.936
7376;64.4849;67.1714;118.074
7401;63.4697;64.9877;129.361
7426;64.8107;71.4504;122.227
7451;65.8771;64.1821;129.188
7476;64.2517;65.3553;127.554
7501;67.2924;64.3267;130.739
7526;64.8713;66.6265;134.464
7551;67.6183;65.2483;134.529
7576;65.2904;68.1772;134.771
7601;66.3052;65.6536;135.479
7626;66.5615;66.0444;136.052
7651;66.6264;65.0016;135.209
7676;69.6997;68.0468;136.694
7701;65.0389;64.8106;138.78
7726;65.7327;67.6557;133.486
7751;65.5743;68.1073;137.933
7776;67.9073;68.1913;137.123
7801;66.0119;66.3286;136.354
7826;66.2775;67.0735;139.078
7851;68.4052;68.7871;136.68
7876;65.9981;68.4057;139.204
7901;69.6951;67.2459;139.083
7926;67.1201;68.1585;139.353
7951;67.4229;67.1249;138.156
7976;67.4693;68.9826;137.686
8001;70.3283;67.7488;137.416
8026;69.1782;71.0873;135.539
8051;67.2086;69.3274;136.922
8076;69.8765;67.5531;138.734
8101;69.0944;69.7182;136.722
8126;70.9475;69.2249;140.424
8151;69.5319;69.9883;139.055
8176;71.418;68.6987;139.325
8201;69.5973;70.2119;140.54
8226;70.2679;70.0583;139.832
8251;72.9731;70.2584;140.866
8276;70.5563;69.3693;139.05
8301;72.3026;73.5923;140.638
8326;69.0709;68.8056;140.759
8351;71.4924;69.9326;140.866
8376;69.9977;69.1223;141.127
8401;72.3399;72.1861;138.943
8426;73.2991;68.0049;145.169
8451;69.4343;70.1887;142.123
8476;72.5679;68.4471;143.939
8501;70.873;70.6217;144.605
8526;73.3783;69.5785;144.596
8551;72.6005;72.433;143.874
8576;75.776;72.3491;144.004
8601;74.5748;71.5064;145.066
8626;72.1675;70.4634;143.837
8651;76.5351;72.6564;147.725
8676;72.0045;70.7243;143.11
8701;76.5677;72.745;145.56
8726;72.6938;70.7193;151.119
8751;74.7424;73.6624;147.851
8776;75.1102;70.9383;145.797
8801;77.9925;74.8261;144.913
8826;79.7247;70.7054;148.009
8851;74.1605;72.3957;146.901
8876;77.8295;73.1081;150.481
8901;76.0137;72.8846;145.262
8926;80.4837;71.2967;148.405
8951;76.7447;71.0503;148.991
8976;78.6165;73.5691;147.38
9001;75.8879;72.4469;151.906
9026;75.5154;74.2723;149.504
9051;78.0251;72.6565;150.658
9076;77.1685;72.1163;149.457
9101;78.9098;73.5179;149.923
9126;78.9099;72.484;153.839
9151;80.1391;74.6307;153.098
9176;77.5407;78.4254;154.853
9201;80.0227;72.8521;151.855
9226;81.0657;74.7286;154.77
9251;78.2395;73.7647;151.054
9276;83.8734;75.6133;155.105
9301;80.3208;76.2277;154.993
9326;83.2633;76.3907;154.858
9351;82.2903;74.5423;155.398
9376;81.3125;76.1673;153.471
9401;80.6978;75.2873;159.752
9426;79.9623;77.0381;155.375
9451;83.7198;72.9127;160.53
9476;80.5815;76.0557;157.913
9501;84.7162;75.413;159.068
9526;81.4661;76.7539;157.834
9551;83.5101;74.7193;159.217
9576;82.5789;77.4849;157.261
9601;84.4787;74.8495;159.808
9626;83.5709;77.4244;159.724
9651;81.6012;76.6142;157.624
9676;85.0141;78.0297;161.13
9701;83.2961;78.2674;160.953
9726;84.7208;80.9492;160.707
9751;84.6232;74.952;162.728
9776;85.0701;78.2532;159.729
9801;83.8315;75.7855;162.294
9826;82.0527;79.9109;159.78
9851;88.2223;76.2837;163.766
9876;83.1331;77.9179;164.385
9901;86.7883;77.6619;168.343
9926;86.1179;79.4453;163.467
9951;86.0849;77.5641;163.887
9976;85.2237;78.1881;167.844
