rozmiar;kopiec;lista;tablica
421;1.723;1.43873;3.53873
422;1.74593;1.30847;3.69247
423;1.69007;1.3364;3.48753
424;1.80187;1.39233;3.65513
425;1.78313;1.34093;3.51527
426;1.774;1.41087;3.61307
427;1.8206;1.36427;4.25113
428;1.62487;1.3828;3.6132
429;1.8392;1.33147;3.548
430;1.78773;1.42467;3.51093
431;1.69013;1.4014;3.63167
432;1.77873;1.35953;3.68293
433;1.7134;1.36433;3.63187
434;1.8764;1.43887;3.60867
435;1.7088;1.4202;3.7436
436;1.83467;1.37347;3.725
437;2.27687;1.32693;3.7902
438;1.8068;1.38753;3.89227
439;1.6808;1.434;3.953
440;1.8578;1.2106;3.81347
441;1.70413;1.41087;3.9904
442;1.84847;1.3224;3.7994
443;1.75553;1.32693;3.65513
444;1.7878;1.42473;3.6784
445;1.69953;1.36887;3.80373
446;1.83913;1.29453;3.9624
447;1.66693;1.4294;3.6922
448;1.8856;1.42013;3.67347
449;1.7508;1.47133;3.78067
450;1.65287;1.42947;3.73913
451;1.79267;1.43873;3.7902
452;1.59233;1.341;3.77593
453;1.83927;1.4434;4.0042
454;1.6946;1.4202;3.8736
455;2.412;1.25707;3.9762
456;1.8668;1.3922;4.00873
457;1.77407;1.40607;3.94387
458;1.7786;1.42927;3.9902
459;1.7414;1.3038;3.94367
460;1.72273;1.35493;3.72493
461;1.79267;1.33167;3.94833
462;1.7462;1.406;4.80033
463;1.881;1.3504;3.967
464;1.6112;1.369;4.0322
465;1.9042;1.39693;3.72513
466;1.70413;1.4526;3.84607
467;1.7554;1.37813;3.96687
468;1.77867;1.4478;4.046
469;1.74127;1.43873;4.51173
470;1.8532;1.45747;3.93447
471;1.7366;1.3362;3.85993
472;1.77853;1.3876;3.9718
473;1.76;1.43413;3.96227
474;1.78773;1.2802;3.92967
475;1.82993;1.3922;3.78073
476;1.74127;1.40607;4.07873
477;1.73673;1.2946;3.85053
478;1.79727;1.36433;3.85533
479;1.74133;1.45733;3.818
480;1.82047;1.341;3.80873
481;1.79727;1.35493;3.91587
482;1.788;1.35493;3.94367
483;1.69473;1.44353;4.17193
484;1.77873;1.37347;4.53973
485;1.81587;1.40613;3.95767
486;1.81127;1.3504;3.9064
487;1.83447;1.36407;3.9204
488;1.77387;1.4062;4.0414
489;1.8252;1.3782;3.95767
490;1.7786;1.42933;4.17647
491;1.75067;1.31307;4.13453
492;1.79747;1.3782;4.0974
493;1.75547;1.28047;4.24167
494;1.7554;1.35493;4.25567
495;1.71347;1.38287;4.26047
496;1.81127;1.37813;4.03693
497;1.8064;1.32693;4.2046
498;2.37487;1.35947;4.2324
499;1.7228;1.40627;4.35793
500;1.77887;1.31287;4.1952
501;1.80653;1.3084;4.1904
502;1.788;1.40147;4.42787
503;1.6946;1.2572;5.2288
504;1.844;1.36887;5.5594
505;1.73193;1.36427;5.159
506;1.81587;1.45247;5.41987
507;1.77867;1.40153;5.4152
508;1.76473;1.33173;5.52213
509;1.69953;1.4248;5.55947
510;1.8578;1.40613;5.6292
511;1.802;1.41547;6.54187
512;1.7506;1.40607;5.74553
513;1.78807;1.34087;5.65713
514;1.82953;1.3456;5.9038
515;2.37013;1.448;5.94127
516;1.8716;1.39693;5.85727
517;1.83467;1.26167;6.32773
518;1.811;1.46193;5.7502
519;1.80193;1.3874;5.89
520;1.74613;1.38293;5.78287
521;1.72267;1.38273;5.70813
522;1.69487;1.40153;5.80613
523;1.79267;1.37353;5.634
524;1.82047;1.38747;5.8014
525;1.79707;1.30827;5.59653
526;1.79733;1.3642;5.65713
527;1.79253;1.42027;5.83407
528;1.7088;1.36887;6.88627
529;1.75087;1.34107;6.02493
530;1.78313;1.37807;6.8584
531;1.75073;1.36433;6.07627
532;1.84847;1.29893;6.11807
533;1.79247;1.36907;6.15073
534;1.681;1.43853;6.22067
535;1.8718;1.39213;6.2764
536;1.68553;1.4712;6.29973
537;1.7834;1.3642;6.1508
538;1.78793;1.3922;6.19267
539;1.87653;1.3736;6.2576
540;1.6064;1.43887;6.1926
541;1.81587;1.4294;6.17393
542;1.7134;1.33173;6.0902
543;1.71827;1.38727;5.96447
544;1.78313;1.4342;6.03433
545;1.81127;1.28507;6.9098
546;1.87633;1.44793;6.2578
547;1.77387;1.4062;6.1694
548;1.74133;1.39667;6.1974
549;1.76927;1.3224;6.6768
550;1.63887;1.3922;6.44873
551;1.79253;1.39213;6.13207
552;1.77413;1.40613;6.14147
553;1.6994;1.27113;6.19287
554;1.86713;1.40147;6.17407
555;1.83893;1.28507;6.23447
556;1.8486;1.4202;6.34153
557;1.76927;1.3874;6.97487
558;1.80627;1.44807;6.23927
559;1.82987;1.3364;6.32767
560;1.8392;2.1092;6.31387
561;1.78353;1.41547;6.52327
562;1.8018;1.42467;6.51387
563;1.78333;1.476;6.46733
564;1.8624;1.3688;6.351
565;1.79267;1.4062;6.472
566;1.69007;1.4294;6.4814
567;1.8484;1.40613;6.50453
568;1.7134;1.39213;6.44873
569;1.78793;1.37347;6.46727
570;1.74613;1.33167;6.46273
571;1.7646;1.40607;7.1378
572;1.76;1.2712;6.56527
573;1.74127;1.40593;6.528
574;1.81133;1.39693;6.43473
575;1.746;1.28973;6.5838
576;2.40747;1.42007;6.51853
577;1.7972;1.42487;6.4068
578;1.84393;1.33153;6.39753
579;1.76933;1.33173;6.43947
580;1.8578;1.4014;6.3882
581;1.8158;1.4668;6.25313
582;1.8766;1.3736;7.06327
583;1.69933;1.39233;6.4814
584;1.8766;1.38733;7.3334
585;1.8066;2.1326;6.64433
586;1.82047;1.42;6.472
587;1.89047;1.39693;6.47187
588;1.7972;1.41993;7.18433
589;1.8068;1.39233;6.41153
590;1.73687;1.3876;6.5
591;1.839;1.4202;6.63487
592;2.52387;1.30373;6.63507
593;1.78793;1.33167;6.52787
594;1.73193;1.3412;6.51373
595;1.65293;1.3642;6.54187
596;1.81587;2.13727;6.5232
597;1.84387;1.3084;6.7328
598;1.77387;1.39233;6.458
599;1.7694;1.392;6.4486
600;2.4212;1.40633;6.63953
601;1.96047;1.33627;6.48127
602;1.82973;1.47607;6.47187
603;1.75533;1.383;6.62113
604;1.81593;1.2944;6.51393
605;1.7134;1.4342;6.40213
606;1.89973;1.36907;6.60233
607;1.7506;1.38733;6.579
608;1.82053;1.44347;7.0354
609;1.81567;1.4156;6.36493
610;1.73687;1.40613;6.59747
611;1.8436;1.3596;6.68147
612;1.7276;1.36887;6.4394
613;1.78793;1.32687;6.45793
614;1.72753;1.35033;7.1286
615;1.788;1.4572;6.62093
616;1.75533;1.37373;6.52313
617;1.83467;1.3828;6.58833
618;1.72293;1.3874;6.76527
619;1.881;1.35953;7.06807
620;1.8392;1.36853;6.69547
621;1.7926;1.32233;6.7562
622;1.8112;1.32707;6.56493
623;1.80673;1.411;6.76993
624;1.75987;1.3782;6.89107
625;1.71807;1.34547;6.7188
626;1.72747;1.42;6.65367
